 >TARREC   rectangular prism; AX,AY,AZ= 32.0000 64.0000 64.0000
    131072 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -32.50000 -32.50000 -32.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  36998   6   5  19 1 1 1
  36999   7   5  19 1 1 1
  37000   8   5  19 1 1 1
  37001   9   5  19 1 1 1
  37002  10   5  19 1 1 1
  37003  11   5  19 1 1 1
  37004  12   5  19 1 1 1
  37005  13   5  19 1 1 1
  37006  14   5  19 1 1 1
  37007  15   5  19 1 1 1
  37008  16   5  19 1 1 1
  37009  17   5  19 1 1 1
  37010  18   5  19 1 1 1
  37011  19   5  19 1 1 1
  37012  20   5  19 1 1 1
  37013  21   5  19 1 1 1
  37014  22   5  19 1 1 1
  37015  23   5  19 1 1 1
  37016  24   5  19 1 1 1
  37017  25   5  19 1 1 1
  37018  26   5  19 1 1 1
  37019  27   5  19 1 1 1
  37020  28   5  19 1 1 1
  37021  29   5  19 1 1 1
  37022  30   5  19 1 1 1
  37023  31   5  19 1 1 1
  37024  32   5  19 1 1 1
  37025   1   6  19 1 1 1
  37026   2   6  19 1 1 1
  37027   3   6  19 1 1 1
  37028   4   6  19 1 1 1
  37029   5   6  19 1 1 1
  37030   6   6  19 1 1 1
  37031   7   6  19 1 1 1
  37032   8   6  19 1 1 1
  37033   9   6  19 1 1 1
  37034  10   6  19 1 1 1
  37035  11   6  19 1 1 1
  37036  12   6  19 1 1 1
  37037  13   6  19 1 1 1
  37038  14   6  19 1 1 1
  37039  15   6  19 1 1 1
  37040  16   6  19 1 1 1
  37041  17   6  19 1 1 1
  37042  18   6  19 1 1 1
  37043  19   6  19 1 1 1
  37044  20   6  19 1 1 1
  37045  21   6  19 1 1 1
  37046  22   6  19 1 1 1
  37047  23   6  19 1 1 1
  37048  24   6  19 1 1 1
  37049  25   6  19 1 1 1
  37050  26   6  19 1 1 1
  37051  27   6  19 1 1 1
  37052  28   6  19 1 1 1
  37053  29   6  19 1 1 1
  37054  30   6  19 1 1 1
  37055  31   6  19 1 1 1
  37056  32   6  19 1 1 1
  37057   1   7  19 1 1 1
  37058   2   7  19 1 1 1
  37059   3   7  19 1 1 1
  37060   4   7  19 1 1 1
  37061   5   7  19 1 1 1
  37062   6   7  19 1 1 1
  37063   7   7  19 1 1 1
  37064   8   7  19 1 1 1
  37065   9   7  19 1 1 1
  37066  10   7  19 1 1 1
  37067  11   7  19 1 1 1
  37068  12   7  19 1 1 1
  37069  13   7  19 1 1 1
  37070  14   7  19 1 1 1
  37071  15   7  19 1 1 1
  37072  16   7  19 1 1 1
  37073  17   7  19 1 1 1
  37074  18   7  19 1 1 1
  37075  19   7  19 1 1 1
  37076  20   7  19 1 1 1
  37077  21   7  19 1 1 1
  37078  22   7  19 1 1 1
  37079  23   7  19 1 1 1
  37080  24   7  19 1 1 1
  37081  25   7  19 1 1 1
  37082  26   7  19 1 1 1
  37083  27   7  19 1 1 1
  37084  28   7  19 1 1 1
  37085  29   7  19 1 1 1
  37086  30   7  19 1 1 1
  37087  31   7  19 1 1 1
  37088  32   7  19 1 1 1
  37089   1   8  19 1 1 1
  37090   2   8  19 1 1 1
  37091   3   8  19 1 1 1
  37092   4   8  19 1 1 1
  37093   5   8  19 1 1 1
  37094   6   8  19 1 1 1
  37095   7   8  19 1 1 1
  37096   8   8  19 1 1 1
  37097   9   8  19 1 1 1
  37098  10   8  19 1 1 1
  37099  11   8  19 1 1 1
  37100  12   8  19 1 1 1
  37101  13   8  19 1 1 1
  37102  14   8  19 1 1 1
  37103  15   8  19 1 1 1
  37104  16   8  19 1 1 1
  37105  17   8  19 1 1 1
  37106  18   8  19 1 1 1
  37107  19   8  19 1 1 1
  37108  20   8  19 1 1 1
  37109  21   8  19 1 1 1
  37110  22   8  19 1 1 1
  37111  23   8  19 1 1 1
  37112  24   8  19 1 1 1
  37113  25   8  19 1 1 1
  37114  26   8  19 1 1 1
  37115  27   8  19 1 1 1
  37116  28   8  19 1 1 1
  37117  29   8  19 1 1 1
  37118  30   8  19 1 1 1
  37119  31   8  19 1 1 1
  37120  32   8  19 1 1 1
  37121   1   9  19 1 1 1
  37122   2   9  19 1 1 1
  37123   3   9  19 1 1 1
  37124   4   9  19 1 1 1
  37125   5   9  19 1 1 1
  37126   6   9  19 1 1 1
  37127   7   9  19 1 1 1
  37128   8   9  19 1 1 1
  37129   9   9  19 1 1 1
  37130  10   9  19 1 1 1
  37131  11   9  19 1 1 1
  37132  12   9  19 1 1 1
  37133  13   9  19 1 1 1
  37134  14   9  19 1 1 1
  37135  15   9  19 1 1 1
  37136  16   9  19 1 1 1
  37137  17   9  19 1 1 1
  37138  18   9  19 1 1 1
  37139  19   9  19 1 1 1
  37140  20   9  19 1 1 1
  37141  21   9  19 1 1 1
  37142  22   9  19 1 1 1
  37143  23   9  19 1 1 1
  37144  24   9  19 1 1 1
  37145  25   9  19 1 1 1
  37146  26   9  19 1 1 1
  37147  27   9  19 1 1 1
  37148  28   9  19 1 1 1
  37149  29   9  19 1 1 1
  37150  30   9  19 1 1 1
  37151  31   9  19 1 1 1
  37152  32   9  19 1 1 1
  37153   1  10  19 1 1 1
  37154   2  10  19 1 1 1
  37155   3  10  19 1 1 1
  37156   4  10  19 1 1 1
  37157   5  10  19 1 1 1
  37158   6  10  19 1 1 1
  37159   7  10  19 1 1 1
  37160   8  10  19 1 1 1
  37161   9  10  19 1 1 1
  37162  10  10  19 1 1 1
  37163  11  10  19 1 1 1
  37164  12  10  19 1 1 1
  37165  13  10  19 1 1 1
  37166  14  10  19 1 1 1
  37167  15  10  19 1 1 1
  37168  16  10  19 1 1 1
  37169  17  10  19 1 1 1
  37170  18  10  19 1 1 1
  37171  19  10  19 1 1 1
  37172  20  10  19 1 1 1
  37173  21  10  19 1 1 1
  37174  22  10  19 1 1 1
  37175  23  10  19 1 1 1
  37176  24  10  19 1 1 1
  37177  25  10  19 1 1 1
  37178  26  10  19 1 1 1
  37179  27  10  19 1 1 1
  37180  28  10  19 1 1 1
  37181  29  10  19 1 1 1
  37182  30  10  19 1 1 1
  37183  31  10  19 1 1 1
  37184  32  10  19 1 1 1
  37185   1  11  19 1 1 1
  37186   2  11  19 1 1 1
  37187   3  11  19 1 1 1
  37188   4  11  19 1 1 1
  37189   5  11  19 1 1 1
  37190   6  11  19 1 1 1
  37191   7  11  19 1 1 1
  37192   8  11  19 1 1 1
  37193   9  11  19 1 1 1
  37194  10  11  19 1 1 1
  37195  11  11  19 1 1 1
  37196  12  11  19 1 1 1
  37197  13  11  19 1 1 1
  37198  14  11  19 1 1 1
  37199  15  11  19 1 1 1
  37200  16  11  19 1 1 1
  37201  17  11  19 1 1 1
  37202  18  11  19 1 1 1
  37203  19  11  19 1 1 1
  37204  20  11  19 1 1 1
  37205  21  11  19 1 1 1
  37206  22  11  19 1 1 1
  37207  23  11  19 1 1 1
  37208  24  11  19 1 1 1
  37209  25  11  19 1 1 1
  37210  26  11  19 1 1 1
  37211  27  11  19 1 1 1
  37212  28  11  19 1 1 1
  37213  29  11  19 1 1 1
  37214  30  11  19 1 1 1
  37215  31  11  19 1 1 1
  37216  32  11  19 1 1 1
  37217   1  12  19 1 1 1
  37218   2  12  19 1 1 1
  37219   3  12  19 1 1 1
  37220   4  12  19 1 1 1
  37221   5  12  19 1 1 1
  37222   6  12  19 1 1 1
  37223   7  12  19 1 1 1
  37224   8  12  19 1 1 1
  37225   9  12  19 1 1 1
  37226  10  12  19 1 1 1
  37227  11  12  19 1 1 1
  37228  12  12  19 1 1 1
  37229  13  12  19 1 1 1
  37230  14  12  19 1 1 1
  37231  15  12  19 1 1 1
  37232  16  12  19 1 1 1
  37233  17  12  19 1 1 1
  37234  18  12  19 1 1 1
  37235  19  12  19 1 1 1
  37236  20  12  19 1 1 1
  37237  21  12  19 1 1 1
  37238  22  12  19 1 1 1
  37239  23  12  19 1 1 1
  37240  24  12  19 1 1 1
  37241  25  12  19 1 1 1
  37242  26  12  19 1 1 1
  37243  27  12  19 1 1 1
  37244  28  12  19 1 1 1
  37245  29  12  19 1 1 1
  37246  30  12  19 1 1 1
  37247  31  12  19 1 1 1
  37248  32  12  19 1 1 1
  37249   1  13  19 1 1 1
  37250   2  13  19 1 1 1
  37251   3  13  19 1 1 1
  37252   4  13  19 1 1 1
  37253   5  13  19 1 1 1
  37254   6  13  19 1 1 1
  37255   7  13  19 1 1 1
  37256   8  13  19 1 1 1
  37257   9  13  19 1 1 1
  37258  10  13  19 1 1 1
  37259  11  13  19 1 1 1
  37260  12  13  19 1 1 1
  37261  13  13  19 1 1 1
  37262  14  13  19 1 1 1
  37263  15  13  19 1 1 1
  37264  16  13  19 1 1 1
  37265  17  13  19 1 1 1
  37266  18  13  19 1 1 1
  37267  19  13  19 1 1 1
  37268  20  13  19 1 1 1
  37269  21  13  19 1 1 1
  37270  22  13  19 1 1 1
  37271  23  13  19 1 1 1
  37272  24  13  19 1 1 1
  37273  25  13  19 1 1 1
  37274  26  13  19 1 1 1
  37275  27  13  19 1 1 1
  37276  28  13  19 1 1 1
  37277  29  13  19 1 1 1
  37278  30  13  19 1 1 1
  37279  31  13  19 1 1 1
  37280  32  13  19 1 1 1
  37281   1  14  19 1 1 1
  37282   2  14  19 1 1 1
  37283   3  14  19 1 1 1
  37284   4  14  19 1 1 1
  37285   5  14  19 1 1 1
  37286   6  14  19 1 1 1
  37287   7  14  19 1 1 1
  37288   8  14  19 1 1 1
  37289   9  14  19 1 1 1
  37290  10  14  19 1 1 1
  37291  11  14  19 1 1 1
  37292  12  14  19 1 1 1
  37293  13  14  19 1 1 1
  37294  14  14  19 1 1 1
  37295  15  14  19 1 1 1
  37296  16  14  19 1 1 1
  37297  17  14  19 1 1 1
  37298  18  14  19 1 1 1
  37299  19  14  19 1 1 1
  37300  20  14  19 1 1 1
  37301  21  14  19 1 1 1
  37302  22  14  19 1 1 1
  37303  23  14  19 1 1 1
  37304  24  14  19 1 1 1
  37305  25  14  19 1 1 1
  37306  26  14  19 1 1 1
  37307  27  14  19 1 1 1
  37308  28  14  19 1 1 1
  37309  29  14  19 1 1 1
  37310  30  14  19 1 1 1
  37311  31  14  19 1 1 1
  37312  32  14  19 1 1 1
  37313   1  15  19 1 1 1
  37314   2  15  19 1 1 1
  37315   3  15  19 1 1 1
  37316   4  15  19 1 1 1
  37317   5  15  19 1 1 1
  37318   6  15  19 1 1 1
  37319   7  15  19 1 1 1
  37320   8  15  19 1 1 1
  37321   9  15  19 1 1 1
  37322  10  15  19 1 1 1
  37323  11  15  19 1 1 1
  37324  12  15  19 1 1 1
  37325  13  15  19 1 1 1
  37326  14  15  19 1 1 1
  37327  15  15  19 1 1 1
  37328  16  15  19 1 1 1
  37329  17  15  19 1 1 1
  37330  18  15  19 1 1 1
  37331  19  15  19 1 1 1
  37332  20  15  19 1 1 1
  37333  21  15  19 1 1 1
  37334  22  15  19 1 1 1
  37335  23  15  19 1 1 1
  37336  24  15  19 1 1 1
  37337  25  15  19 1 1 1
  37338  26  15  19 1 1 1
  37339  27  15  19 1 1 1
  37340  28  15  19 1 1 1
  37341  29  15  19 1 1 1
  37342  30  15  19 1 1 1
  37343  31  15  19 1 1 1
  37344  32  15  19 1 1 1
  37345   1  16  19 1 1 1
  37346   2  16  19 1 1 1
  37347   3  16  19 1 1 1
  37348   4  16  19 1 1 1
  37349   5  16  19 1 1 1
  37350   6  16  19 1 1 1
  37351   7  16  19 1 1 1
  37352   8  16  19 1 1 1
  37353   9  16  19 1 1 1
  37354  10  16  19 1 1 1
  37355  11  16  19 1 1 1
  37356  12  16  19 1 1 1
  37357  13  16  19 1 1 1
  37358  14  16  19 1 1 1
  37359  15  16  19 1 1 1
  37360  16  16  19 1 1 1
  37361  17  16  19 1 1 1
  37362  18  16  19 1 1 1
  37363  19  16  19 1 1 1
  37364  20  16  19 1 1 1
  37365  21  16  19 1 1 1
  37366  22  16  19 1 1 1
  37367  23  16  19 1 1 1
  37368  24  16  19 1 1 1
  37369  25  16  19 1 1 1
  37370  26  16  19 1 1 1
  37371  27  16  19 1 1 1
  37372  28  16  19 1 1 1
  37373  29  16  19 1 1 1
  37374  30  16  19 1 1 1
  37375  31  16  19 1 1 1
  37376  32  16  19 1 1 1
  37377   1  17  19 1 1 1
  37378   2  17  19 1 1 1
  37379   3  17  19 1 1 1
  37380   4  17  19 1 1 1
  37381   5  17  19 1 1 1
  37382   6  17  19 1 1 1
  37383   7  17  19 1 1 1
  37384   8  17  19 1 1 1
  37385   9  17  19 1 1 1
  37386  10  17  19 1 1 1
  37387  11  17  19 1 1 1
  37388  12  17  19 1 1 1
  37389  13  17  19 1 1 1
  37390  14  17  19 1 1 1
  37391  15  17  19 1 1 1
  37392  16  17  19 1 1 1
  37393  17  17  19 1 1 1
  37394  18  17  19 1 1 1
  37395  19  17  19 1 1 1
  37396  20  17  19 1 1 1
  37397  21  17  19 1 1 1
  37398  22  17  19 1 1 1
  37399  23  17  19 1 1 1
  37400  24  17  19 1 1 1
  37401  25  17  19 1 1 1
  37402  26  17  19 1 1 1
  37403  27  17  19 1 1 1
  37404  28  17  19 1 1 1
  37405  29  17  19 1 1 1
  37406  30  17  19 1 1 1
  37407  31  17  19 1 1 1
  37408  32  17  19 1 1 1
  37409   1  18  19 1 1 1
  37410   2  18  19 1 1 1
  37411   3  18  19 1 1 1
  37412   4  18  19 1 1 1
  37413   5  18  19 1 1 1
  37414   6  18  19 1 1 1
  37415   7  18  19 1 1 1
  37416   8  18  19 1 1 1
  37417   9  18  19 1 1 1
  37418  10  18  19 1 1 1
  37419  11  18  19 1 1 1
  37420  12  18  19 1 1 1
  37421  13  18  19 1 1 1
  37422  14  18  19 1 1 1
  37423  15  18  19 1 1 1
  37424  16  18  19 1 1 1
  37425  17  18  19 1 1 1
  37426  18  18  19 1 1 1
  37427  19  18  19 1 1 1
  37428  20  18  19 1 1 1
  37429  21  18  19 1 1 1
  37430  22  18  19 1 1 1
  37431  23  18  19 1 1 1
  37432  24  18  19 1 1 1
  37433  25  18  19 1 1 1
  37434  26  18  19 1 1 1
  37435  27  18  19 1 1 1
  37436  28  18  19 1 1 1
  37437  29  18  19 1 1 1
  37438  30  18  19 1 1 1
  37439  31  18  19 1 1 1
  37440  32  18  19 1 1 1
  37441   1  19  19 1 1 1
  37442   2  19  19 1 1 1
  37443   3  19  19 1 1 1
  37444   4  19  19 1 1 1
  37445   5  19  19 1 1 1
  37446   6  19  19 1 1 1
  37447   7  19  19 1 1 1
  37448   8  19  19 1 1 1
  37449   9  19  19 1 1 1
  37450  10  19  19 1 1 1
  37451  11  19  19 1 1 1
  37452  12  19  19 1 1 1
  37453  13  19  19 1 1 1
  37454  14  19  19 1 1 1
  37455  15  19  19 1 1 1
  37456  16  19  19 1 1 1
  37457  17  19  19 1 1 1
  37458  18  19  19 1 1 1
  37459  19  19  19 1 1 1
  37460  20  19  19 1 1 1
  37461  21  19  19 1 1 1
  37462  22  19  19 1 1 1
  37463  23  19  19 1 1 1
  37464  24  19  19 1 1 1
  37465  25  19  19 1 1 1
  37466  26  19  19 1 1 1
  37467  27  19  19 1 1 1
  37468  28  19  19 1 1 1
  37469  29  19  19 1 1 1
  37470  30  19  19 1 1 1
  37471  31  19  19 1 1 1
  37472  32  19  19 1 1 1
  37473   1  20  19 1 1 1
  37474   2  20  19 1 1 1
  37475   3  20  19 1 1 1
  37476   4  20  19 1 1 1
  37477   5  20  19 1 1 1
  37478   6  20  19 1 1 1
  37479   7  20  19 1 1 1
  37480   8  20  19 1 1 1
  37481   9  20  19 1 1 1
  37482  10  20  19 1 1 1
  37483  11  20  19 1 1 1
  37484  12  20  19 1 1 1
  37485  13  20  19 1 1 1
  37486  14  20  19 1 1 1
  37487  15  20  19 1 1 1
  37488  16  20  19 1 1 1
  37489  17  20  19 1 1 1
  37490  18  20  19 1 1 1
  37491  19  20  19 1 1 1
  37492  20  20  19 1 1 1
  37493  21  20  19 1 1 1
  37494  22  20  19 1 1 1
  37495  23  20  19 1 1 1
  37496  24  20  19 1 1 1
  37497  25  20  19 1 1 1
  37498  26  20  19 1 1 1
  37499  27  20  19 1 1 1
  37500  28  20  19 1 1 1
  37501  29  20  19 1 1 1
  37502  30  20  19 1 1 1
  37503  31  20  19 1 1 1
  37504  32  20  19 1 1 1
  37505   1  21  19 1 1 1
  37506   2  21  19 1 1 1
  37507   3  21  19 1 1 1
  37508   4  21  19 1 1 1
  37509   5  21  19 1 1 1
  37510   6  21  19 1 1 1
  37511   7  21  19 1 1 1
  37512   8  21  19 1 1 1
  37513   9  21  19 1 1 1
  37514  10  21  19 1 1 1
  37515  11  21  19 1 1 1
  37516  12  21  19 1 1 1
  37517  13  21  19 1 1 1
  37518  14  21  19 1 1 1
  37519  15  21  19 1 1 1
  37520  16  21  19 1 1 1
  37521  17  21  19 1 1 1
  37522  18  21  19 1 1 1
  37523  19  21  19 1 1 1
  37524  20  21  19 1 1 1
  37525  21  21  19 1 1 1
  37526  22  21  19 1 1 1
  37527  23  21  19 1 1 1
  37528  24  21  19 1 1 1
  37529  25  21  19 1 1 1
  37530  26  21  19 1 1 1
  37531  27  21  19 1 1 1
  37532  28  21  19 1 1 1
  37533  29  21  19 1 1 1
  37534  30  21  19 1 1 1
  37535  31  21  19 1 1 1
  37536  32  21  19 1 1 1
  37537   1  22  19 1 1 1
  37538   2  22  19 1 1 1
  37539   3  22  19 1 1 1
  37540   4  22  19 1 1 1
  37541   5  22  19 1 1 1
  37542   6  22  19 1 1 1
  37543   7  22  19 1 1 1
  37544   8  22  19 1 1 1
  37545   9  22  19 1 1 1
  37546  10  22  19 1 1 1
  37547  11  22  19 1 1 1
  37548  12  22  19 1 1 1
  37549  13  22  19 1 1 1
  37550  14  22  19 1 1 1
  37551  15  22  19 1 1 1
  37552  16  22  19 1 1 1
  37553  17  22  19 1 1 1
  37554  18  22  19 1 1 1
  37555  19  22  19 1 1 1
  37556  20  22  19 1 1 1
  37557  21  22  19 1 1 1
  37558  22  22  19 1 1 1
  37559  23  22  19 1 1 1
  37560  24  22  19 1 1 1
  37561  25  22  19 1 1 1
  37562  26  22  19 1 1 1
  37563  27  22  19 1 1 1
  37564  28  22  19 1 1 1
  37565  29  22  19 1 1 1
  37566  30  22  19 1 1 1
  37567  31  22  19 1 1 1
  37568  32  22  19 1 1 1
  37569   1  23  19 1 1 1
  37570   2  23  19 1 1 1
  37571   3  23  19 1 1 1
  37572   4  23  19 1 1 1
  37573   5  23  19 1 1 1
  37574   6  23  19 1 1 1
  37575   7  23  19 1 1 1
  37576   8  23  19 1 1 1
  37577   9  23  19 1 1 1
  37578  10  23  19 1 1 1
  37579  11  23  19 1 1 1
  37580  12  23  19 1 1 1
  37581  13  23  19 1 1 1
  37582  14  23  19 1 1 1
  37583  15  23  19 1 1 1
  37584  16  23  19 1 1 1
  37585  17  23  19 1 1 1
  37586  18  23  19 1 1 1
  37587  19  23  19 1 1 1
  37588  20  23  19 1 1 1
  37589  21  23  19 1 1 1
  37590  22  23  19 1 1 1
  37591  23  23  19 1 1 1
  37592  24  23  19 1 1 1
  37593  25  23  19 1 1 1
  37594  26  23  19 1 1 1
  37595  27  23  19 1 1 1
  37596  28  23  19 1 1 1
  37597  29  23  19 1 1 1
  37598  30  23  19 1 1 1
  37599  31  23  19 1 1 1
  37600  32  23  19 1 1 1
  37601   1  24  19 1 1 1
  37602   2  24  19 1 1 1
  37603   3  24  19 1 1 1
  37604   4  24  19 1 1 1
  37605   5  24  19 1 1 1
  37606   6  24  19 1 1 1
  37607   7  24  19 1 1 1
  37608   8  24  19 1 1 1
  37609   9  24  19 1 1 1
  37610  10  24  19 1 1 1
  37611  11  24  19 1 1 1
  37612  12  24  19 1 1 1
  37613  13  24  19 1 1 1
  37614  14  24  19 1 1 1
  37615  15  24  19 1 1 1
  37616  16  24  19 1 1 1
  37617  17  24  19 1 1 1
  37618  18  24  19 1 1 1
  37619  19  24  19 1 1 1
  37620  20  24  19 1 1 1
  37621  21  24  19 1 1 1
  37622  22  24  19 1 1 1
  37623  23  24  19 1 1 1
  37624  24  24  19 1 1 1
  37625  25  24  19 1 1 1
  37626  26  24  19 1 1 1
  37627  27  24  19 1 1 1
  37628  28  24  19 1 1 1
  37629  29  24  19 1 1 1
  37630  30  24  19 1 1 1
  37631  31  24  19 1 1 1
  37632  32  24  19 1 1 1
  37633   1  25  19 1 1 1
  37634   2  25  19 1 1 1
  37635   3  25  19 1 1 1
  37636   4  25  19 1 1 1
  37637   5  25  19 1 1 1
  37638   6  25  19 1 1 1
  37639   7  25  19 1 1 1
  37640   8  25  19 1 1 1
  37641   9  25  19 1 1 1
  37642  10  25  19 1 1 1
  37643  11  25  19 1 1 1
  37644  12  25  19 1 1 1
  37645  13  25  19 1 1 1
  37646  14  25  19 1 1 1
  37647  15  25  19 1 1 1
  37648  16  25  19 1 1 1
  37649  17  25  19 1 1 1
  37650  18  25  19 1 1 1
  37651  19  25  19 1 1 1
  37652  20  25  19 1 1 1
  37653  21  25  19 1 1 1
  37654  22  25  19 1 1 1
  37655  23  25  19 1 1 1
  37656  24  25  19 1 1 1
  37657  25  25  19 1 1 1
  37658  26  25  19 1 1 1
  37659  27  25  19 1 1 1
  37660  28  25  19 1 1 1
  37661  29  25  19 1 1 1
  37662  30  25  19 1 1 1
  37663  31  25  19 1 1 1
  37664  32  25  19 1 1 1
  37665   1  26  19 1 1 1
  37666   2  26  19 1 1 1
  37667   3  26  19 1 1 1
  37668   4  26  19 1 1 1
  37669   5  26  19 1 1 1
  37670   6  26  19 1 1 1
  37671   7  26  19 1 1 1
  37672   8  26  19 1 1 1
  37673   9  26  19 1 1 1
  37674  10  26  19 1 1 1
  37675  11  26  19 1 1 1
  37676  12  26  19 1 1 1
  37677  13  26  19 1 1 1
  37678  14  26  19 1 1 1
  37679  15  26  19 1 1 1
  37680  16  26  19 1 1 1
  37681  17  26  19 1 1 1
  37682  18  26  19 1 1 1
  37683  19  26  19 1 1 1
  37684  20  26  19 1 1 1
  37685  21  26  19 1 1 1
  37686  22  26  19 1 1 1
  37687  23  26  19 1 1 1
  37688  24  26  19 1 1 1
  37689  25  26  19 1 1 1
  37690  26  26  19 1 1 1
  37691  27  26  19 1 1 1
  37692  28  26  19 1 1 1
  37693  29  26  19 1 1 1
  37694  30  26  19 1 1 1
  37695  31  26  19 1 1 1
  37696  32  26  19 1 1 1
  37697   1  27  19 1 1 1
  37698   2  27  19 1 1 1
  37699   3  27  19 1 1 1
  37700   4  27  19 1 1 1
  37701   5  27  19 1 1 1
  37702   6  27  19 1 1 1
  37703   7  27  19 1 1 1
  37704   8  27  19 1 1 1
  37705   9  27  19 1 1 1
  37706  10  27  19 1 1 1
  37707  11  27  19 1 1 1
  37708  12  27  19 1 1 1
  37709  13  27  19 1 1 1
  37710  14  27  19 1 1 1
  37711  15  27  19 1 1 1
  37712  16  27  19 1 1 1
  37713  17  27  19 1 1 1
  37714  18  27  19 1 1 1
  37715  19  27  19 1 1 1
  37716  20  27  19 1 1 1
  37717  21  27  19 1 1 1
  37718  22  27  19 1 1 1
  37719  23  27  19 1 1 1
  37720  24  27  19 1 1 1
  37721  25  27  19 1 1 1
  37722  26  27  19 1 1 1
  37723  27  27  19 1 1 1
  37724  28  27  19 1 1 1
  37725  29  27  19 1 1 1
  37726  30  27  19 1 1 1
  37727  31  27  19 1 1 1
  37728  32  27  19 1 1 1
  37729   1  28  19 1 1 1
  37730   2  28  19 1 1 1
  37731   3  28  19 1 1 1
  37732   4  28  19 1 1 1
  37733   5  28  19 1 1 1
  37734   6  28  19 1 1 1
  37735   7  28  19 1 1 1
  37736   8  28  19 1 1 1
  37737   9  28  19 1 1 1
  37738  10  28  19 1 1 1
  37739  11  28  19 1 1 1
  37740  12  28  19 1 1 1
  37741  13  28  19 1 1 1
  37742  14  28  19 1 1 1
  37743  15  28  19 1 1 1
  37744  16  28  19 1 1 1
  37745  17  28  19 1 1 1
  37746  18  28  19 1 1 1
  37747  19  28  19 1 1 1
  37748  20  28  19 1 1 1
  37749  21  28  19 1 1 1
  37750  22  28  19 1 1 1
  37751  23  28  19 1 1 1
  37752  24  28  19 1 1 1
  37753  25  28  19 1 1 1
  37754  26  28  19 1 1 1
  37755  27  28  19 1 1 1
  37756  28  28  19 1 1 1
  37757  29  28  19 1 1 1
  37758  30  28  19 1 1 1
  37759  31  28  19 1 1 1
  37760  32  28  19 1 1 1
  37761   1  29  19 1 1 1
  37762   2  29  19 1 1 1
  37763   3  29  19 1 1 1
  37764   4  29  19 1 1 1
  37765   5  29  19 1 1 1
  37766   6  29  19 1 1 1
  37767   7  29  19 1 1 1
  37768   8  29  19 1 1 1
  37769   9  29  19 1 1 1
  37770  10  29  19 1 1 1
  37771  11  29  19 1 1 1
  37772  12  29  19 1 1 1
  37773  13  29  19 1 1 1
  37774  14  29  19 1 1 1
  37775  15  29  19 1 1 1
  37776  16  29  19 1 1 1
  37777  17  29  19 1 1 1
  37778  18  29  19 1 1 1
  37779  19  29  19 1 1 1
  37780  20  29  19 1 1 1
  37781  21  29  19 1 1 1
  37782  22  29  19 1 1 1
  37783  23  29  19 1 1 1
  37784  24  29  19 1 1 1
  37785  25  29  19 1 1 1
  37786  26  29  19 1 1 1
  37787  27  29  19 1 1 1
  37788  28  29  19 1 1 1
  37789  29  29  19 1 1 1
  37790  30  29  19 1 1 1
  37791  31  29  19 1 1 1
  37792  32  29  19 1 1 1
  37793   1  30  19 1 1 1
  37794   2  30  19 1 1 1
  37795   3  30  19 1 1 1
  37796   4  30  19 1 1 1
  37797   5  30  19 1 1 1
  37798   6  30  19 1 1 1
  37799   7  30  19 1 1 1
  37800   8  30  19 1 1 1
  37801   9  30  19 1 1 1
  37802  10  30  19 1 1 1
  37803  11  30  19 1 1 1
  37804  12  30  19 1 1 1
  37805  13  30  19 1 1 1
  37806  14  30  19 1 1 1
  37807  15  30  19 1 1 1
  37808  16  30  19 1 1 1
  37809  17  30  19 1 1 1
  37810  18  30  19 1 1 1
  37811  19  30  19 1 1 1
  37812  20  30  19 1 1 1
  37813  21  30  19 1 1 1
  37814  22  30  19 1 1 1
  37815  23  30  19 1 1 1
  37816  24  30  19 1 1 1
  37817  25  30  19 1 1 1
  37818  26  30  19 1 1 1
  37819  27  30  19 1 1 1
  37820  28  30  19 1 1 1
  37821  29  30  19 1 1 1
  37822  30  30  19 1 1 1
  37823  31  30  19 1 1 1
  37824  32  30  19 1 1 1
  37825   1  31  19 1 1 1
  37826   2  31  19 1 1 1
  37827   3  31  19 1 1 1
  37828   4  31  19 1 1 1
  37829   5  31  19 1 1 1
  37830   6  31  19 1 1 1
  37831   7  31  19 1 1 1
  37832   8  31  19 1 1 1
  37833   9  31  19 1 1 1
  37834  10  31  19 1 1 1
  37835  11  31  19 1 1 1
  37836  12  31  19 1 1 1
  37837  13  31  19 1 1 1
  37838  14  31  19 1 1 1
  37839  15  31  19 1 1 1
  37840  16  31  19 1 1 1
  37841  17  31  19 1 1 1
  37842  18  31  19 1 1 1
  37843  19  31  19 1 1 1
  37844  20  31  19 1 1 1
  37845  21  31  19 1 1 1
  37846  22  31  19 1 1 1
  37847  23  31  19 1 1 1
  37848  24  31  19 1 1 1
  37849  25  31  19 1 1 1
  37850  26  31  19 1 1 1
  37851  27  31  19 1 1 1
  37852  28  31  19 1 1 1
  37853  29  31  19 1 1 1
  37854  30  31  19 1 1 1
  37855  31  31  19 1 1 1
  37856  32  31  19 1 1 1
  37857   1  32  19 1 1 1
