 >TARREC   rectangular prism; AX,AY,AZ= 32.0000 64.0000 64.0000
    131072 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -32.50000 -32.50000 -32.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
 109219   3  22  54 1 1 1
 109220   4  22  54 1 1 1
 109221   5  22  54 1 1 1
 109222   6  22  54 1 1 1
 109223   7  22  54 1 1 1
 109224   8  22  54 1 1 1
 109225   9  22  54 1 1 1
 109226  10  22  54 1 1 1
 109227  11  22  54 1 1 1
 109228  12  22  54 1 1 1
 109229  13  22  54 1 1 1
 109230  14  22  54 1 1 1
 109231  15  22  54 1 1 1
 109232  16  22  54 1 1 1
 109233  17  22  54 1 1 1
 109234  18  22  54 1 1 1
 109235  19  22  54 1 1 1
 109236  20  22  54 1 1 1
 109237  21  22  54 1 1 1
 109238  22  22  54 1 1 1
 109239  23  22  54 1 1 1
 109240  24  22  54 1 1 1
 109241  25  22  54 1 1 1
 109242  26  22  54 1 1 1
 109243  27  22  54 1 1 1
 109244  28  22  54 1 1 1
 109245  29  22  54 1 1 1
 109246  30  22  54 1 1 1
 109247  31  22  54 1 1 1
 109248  32  22  54 1 1 1
 109249   1  23  54 1 1 1
 109250   2  23  54 1 1 1
 109251   3  23  54 1 1 1
 109252   4  23  54 1 1 1
 109253   5  23  54 1 1 1
 109254   6  23  54 1 1 1
 109255   7  23  54 1 1 1
 109256   8  23  54 1 1 1
 109257   9  23  54 1 1 1
 109258  10  23  54 1 1 1
 109259  11  23  54 1 1 1
 109260  12  23  54 1 1 1
 109261  13  23  54 1 1 1
 109262  14  23  54 1 1 1
 109263  15  23  54 1 1 1
 109264  16  23  54 1 1 1
 109265  17  23  54 1 1 1
 109266  18  23  54 1 1 1
 109267  19  23  54 1 1 1
 109268  20  23  54 1 1 1
 109269  21  23  54 1 1 1
 109270  22  23  54 1 1 1
 109271  23  23  54 1 1 1
 109272  24  23  54 1 1 1
 109273  25  23  54 1 1 1
 109274  26  23  54 1 1 1
 109275  27  23  54 1 1 1
 109276  28  23  54 1 1 1
 109277  29  23  54 1 1 1
 109278  30  23  54 1 1 1
 109279  31  23  54 1 1 1
 109280  32  23  54 1 1 1
 109281   1  24  54 1 1 1
 109282   2  24  54 1 1 1
 109283   3  24  54 1 1 1
 109284   4  24  54 1 1 1
 109285   5  24  54 1 1 1
 109286   6  24  54 1 1 1
 109287   7  24  54 1 1 1
 109288   8  24  54 1 1 1
 109289   9  24  54 1 1 1
 109290  10  24  54 1 1 1
 109291  11  24  54 1 1 1
 109292  12  24  54 1 1 1
 109293  13  24  54 1 1 1
 109294  14  24  54 1 1 1
 109295  15  24  54 1 1 1
 109296  16  24  54 1 1 1
 109297  17  24  54 1 1 1
 109298  18  24  54 1 1 1
 109299  19  24  54 1 1 1
 109300  20  24  54 1 1 1
 109301  21  24  54 1 1 1
 109302  22  24  54 1 1 1
 109303  23  24  54 1 1 1
 109304  24  24  54 1 1 1
 109305  25  24  54 1 1 1
 109306  26  24  54 1 1 1
 109307  27  24  54 1 1 1
 109308  28  24  54 1 1 1
 109309  29  24  54 1 1 1
 109310  30  24  54 1 1 1
 109311  31  24  54 1 1 1
 109312  32  24  54 1 1 1
 109313   1  25  54 1 1 1
 109314   2  25  54 1 1 1
 109315   3  25  54 1 1 1
 109316   4  25  54 1 1 1
 109317   5  25  54 1 1 1
 109318   6  25  54 1 1 1
 109319   7  25  54 1 1 1
 109320   8  25  54 1 1 1
 109321   9  25  54 1 1 1
 109322  10  25  54 1 1 1
 109323  11  25  54 1 1 1
 109324  12  25  54 1 1 1
 109325  13  25  54 1 1 1
 109326  14  25  54 1 1 1
 109327  15  25  54 1 1 1
 109328  16  25  54 1 1 1
 109329  17  25  54 1 1 1
 109330  18  25  54 1 1 1
 109331  19  25  54 1 1 1
 109332  20  25  54 1 1 1
 109333  21  25  54 1 1 1
 109334  22  25  54 1 1 1
 109335  23  25  54 1 1 1
 109336  24  25  54 1 1 1
 109337  25  25  54 1 1 1
 109338  26  25  54 1 1 1
 109339  27  25  54 1 1 1
 109340  28  25  54 1 1 1
 109341  29  25  54 1 1 1
 109342  30  25  54 1 1 1
 109343  31  25  54 1 1 1
 109344  32  25  54 1 1 1
 109345   1  26  54 1 1 1
 109346   2  26  54 1 1 1
 109347   3  26  54 1 1 1
 109348   4  26  54 1 1 1
 109349   5  26  54 1 1 1
 109350   6  26  54 1 1 1
 109351   7  26  54 1 1 1
 109352   8  26  54 1 1 1
 109353   9  26  54 1 1 1
 109354  10  26  54 1 1 1
 109355  11  26  54 1 1 1
 109356  12  26  54 1 1 1
 109357  13  26  54 1 1 1
 109358  14  26  54 1 1 1
 109359  15  26  54 1 1 1
 109360  16  26  54 1 1 1
 109361  17  26  54 1 1 1
 109362  18  26  54 1 1 1
 109363  19  26  54 1 1 1
 109364  20  26  54 1 1 1
 109365  21  26  54 1 1 1
 109366  22  26  54 1 1 1
 109367  23  26  54 1 1 1
 109368  24  26  54 1 1 1
 109369  25  26  54 1 1 1
 109370  26  26  54 1 1 1
 109371  27  26  54 1 1 1
 109372  28  26  54 1 1 1
 109373  29  26  54 1 1 1
 109374  30  26  54 1 1 1
 109375  31  26  54 1 1 1
 109376  32  26  54 1 1 1
 109377   1  27  54 1 1 1
 109378   2  27  54 1 1 1
 109379   3  27  54 1 1 1
 109380   4  27  54 1 1 1
 109381   5  27  54 1 1 1
 109382   6  27  54 1 1 1
 109383   7  27  54 1 1 1
 109384   8  27  54 1 1 1
 109385   9  27  54 1 1 1
 109386  10  27  54 1 1 1
 109387  11  27  54 1 1 1
 109388  12  27  54 1 1 1
 109389  13  27  54 1 1 1
 109390  14  27  54 1 1 1
 109391  15  27  54 1 1 1
 109392  16  27  54 1 1 1
 109393  17  27  54 1 1 1
 109394  18  27  54 1 1 1
 109395  19  27  54 1 1 1
 109396  20  27  54 1 1 1
 109397  21  27  54 1 1 1
 109398  22  27  54 1 1 1
 109399  23  27  54 1 1 1
 109400  24  27  54 1 1 1
 109401  25  27  54 1 1 1
 109402  26  27  54 1 1 1
 109403  27  27  54 1 1 1
 109404  28  27  54 1 1 1
 109405  29  27  54 1 1 1
 109406  30  27  54 1 1 1
 109407  31  27  54 1 1 1
 109408  32  27  54 1 1 1
 109409   1  28  54 1 1 1
 109410   2  28  54 1 1 1
 109411   3  28  54 1 1 1
 109412   4  28  54 1 1 1
 109413   5  28  54 1 1 1
 109414   6  28  54 1 1 1
 109415   7  28  54 1 1 1
 109416   8  28  54 1 1 1
 109417   9  28  54 1 1 1
 109418  10  28  54 1 1 1
 109419  11  28  54 1 1 1
 109420  12  28  54 1 1 1
 109421  13  28  54 1 1 1
 109422  14  28  54 1 1 1
 109423  15  28  54 1 1 1
 109424  16  28  54 1 1 1
 109425  17  28  54 1 1 1
 109426  18  28  54 1 1 1
 109427  19  28  54 1 1 1
 109428  20  28  54 1 1 1
 109429  21  28  54 1 1 1
 109430  22  28  54 1 1 1
 109431  23  28  54 1 1 1
 109432  24  28  54 1 1 1
 109433  25  28  54 1 1 1
 109434  26  28  54 1 1 1
 109435  27  28  54 1 1 1
 109436  28  28  54 1 1 1
 109437  29  28  54 1 1 1
 109438  30  28  54 1 1 1
 109439  31  28  54 1 1 1
 109440  32  28  54 1 1 1
 109441   1  29  54 1 1 1
 109442   2  29  54 1 1 1
 109443   3  29  54 1 1 1
 109444   4  29  54 1 1 1
 109445   5  29  54 1 1 1
 109446   6  29  54 1 1 1
 109447   7  29  54 1 1 1
 109448   8  29  54 1 1 1
 109449   9  29  54 1 1 1
 109450  10  29  54 1 1 1
 109451  11  29  54 1 1 1
 109452  12  29  54 1 1 1
 109453  13  29  54 1 1 1
 109454  14  29  54 1 1 1
 109455  15  29  54 1 1 1
 109456  16  29  54 1 1 1
 109457  17  29  54 1 1 1
 109458  18  29  54 1 1 1
 109459  19  29  54 1 1 1
 109460  20  29  54 1 1 1
 109461  21  29  54 1 1 1
 109462  22  29  54 1 1 1
 109463  23  29  54 1 1 1
 109464  24  29  54 1 1 1
 109465  25  29  54 1 1 1
 109466  26  29  54 1 1 1
 109467  27  29  54 1 1 1
 109468  28  29  54 1 1 1
 109469  29  29  54 1 1 1
 109470  30  29  54 1 1 1
 109471  31  29  54 1 1 1
 109472  32  29  54 1 1 1
 109473   1  30  54 1 1 1
 109474   2  30  54 1 1 1
 109475   3  30  54 1 1 1
 109476   4  30  54 1 1 1
 109477   5  30  54 1 1 1
 109478   6  30  54 1 1 1
 109479   7  30  54 1 1 1
 109480   8  30  54 1 1 1
 109481   9  30  54 1 1 1
 109482  10  30  54 1 1 1
 109483  11  30  54 1 1 1
 109484  12  30  54 1 1 1
 109485  13  30  54 1 1 1
 109486  14  30  54 1 1 1
 109487  15  30  54 1 1 1
 109488  16  30  54 1 1 1
 109489  17  30  54 1 1 1
 109490  18  30  54 1 1 1
 109491  19  30  54 1 1 1
 109492  20  30  54 1 1 1
 109493  21  30  54 1 1 1
 109494  22  30  54 1 1 1
 109495  23  30  54 1 1 1
 109496  24  30  54 1 1 1
 109497  25  30  54 1 1 1
 109498  26  30  54 1 1 1
 109499  27  30  54 1 1 1
 109500  28  30  54 1 1 1
 109501  29  30  54 1 1 1
 109502  30  30  54 1 1 1
 109503  31  30  54 1 1 1
 109504  32  30  54 1 1 1
 109505   1  31  54 1 1 1
 109506   2  31  54 1 1 1
 109507   3  31  54 1 1 1
 109508   4  31  54 1 1 1
 109509   5  31  54 1 1 1
 109510   6  31  54 1 1 1
 109511   7  31  54 1 1 1
 109512   8  31  54 1 1 1
 109513   9  31  54 1 1 1
 109514  10  31  54 1 1 1
 109515  11  31  54 1 1 1
 109516  12  31  54 1 1 1
 109517  13  31  54 1 1 1
 109518  14  31  54 1 1 1
 109519  15  31  54 1 1 1
 109520  16  31  54 1 1 1
 109521  17  31  54 1 1 1
 109522  18  31  54 1 1 1
 109523  19  31  54 1 1 1
 109524  20  31  54 1 1 1
 109525  21  31  54 1 1 1
 109526  22  31  54 1 1 1
 109527  23  31  54 1 1 1
 109528  24  31  54 1 1 1
 109529  25  31  54 1 1 1
 109530  26  31  54 1 1 1
 109531  27  31  54 1 1 1
 109532  28  31  54 1 1 1
 109533  29  31  54 1 1 1
 109534  30  31  54 1 1 1
 109535  31  31  54 1 1 1
 109536  32  31  54 1 1 1
 109537   1  32  54 1 1 1
 109538   2  32  54 1 1 1
 109539   3  32  54 1 1 1
 109540   4  32  54 1 1 1
 109541   5  32  54 1 1 1
 109542   6  32  54 1 1 1
 109543   7  32  54 1 1 1
 109544   8  32  54 1 1 1
 109545   9  32  54 1 1 1
 109546  10  32  54 1 1 1
 109547  11  32  54 1 1 1
 109548  12  32  54 1 1 1
 109549  13  32  54 1 1 1
 109550  14  32  54 1 1 1
 109551  15  32  54 1 1 1
 109552  16  32  54 1 1 1
 109553  17  32  54 1 1 1
 109554  18  32  54 1 1 1
 109555  19  32  54 1 1 1
 109556  20  32  54 1 1 1
 109557  21  32  54 1 1 1
 109558  22  32  54 1 1 1
 109559  23  32  54 1 1 1
 109560  24  32  54 1 1 1
 109561  25  32  54 1 1 1
 109562  26  32  54 1 1 1
 109563  27  32  54 1 1 1
 109564  28  32  54 1 1 1
 109565  29  32  54 1 1 1
 109566  30  32  54 1 1 1
 109567  31  32  54 1 1 1
 109568  32  32  54 1 1 1
 109569   1  33  54 1 1 1
 109570   2  33  54 1 1 1
 109571   3  33  54 1 1 1
 109572   4  33  54 1 1 1
 109573   5  33  54 1 1 1
 109574   6  33  54 1 1 1
 109575   7  33  54 1 1 1
 109576   8  33  54 1 1 1
 109577   9  33  54 1 1 1
 109578  10  33  54 1 1 1
 109579  11  33  54 1 1 1
 109580  12  33  54 1 1 1
 109581  13  33  54 1 1 1
 109582  14  33  54 1 1 1
 109583  15  33  54 1 1 1
 109584  16  33  54 1 1 1
 109585  17  33  54 1 1 1
 109586  18  33  54 1 1 1
 109587  19  33  54 1 1 1
 109588  20  33  54 1 1 1
 109589  21  33  54 1 1 1
 109590  22  33  54 1 1 1
 109591  23  33  54 1 1 1
 109592  24  33  54 1 1 1
 109593  25  33  54 1 1 1
 109594  26  33  54 1 1 1
 109595  27  33  54 1 1 1
 109596  28  33  54 1 1 1
 109597  29  33  54 1 1 1
 109598  30  33  54 1 1 1
 109599  31  33  54 1 1 1
 109600  32  33  54 1 1 1
 109601   1  34  54 1 1 1
 109602   2  34  54 1 1 1
 109603   3  34  54 1 1 1
 109604   4  34  54 1 1 1
 109605   5  34  54 1 1 1
 109606   6  34  54 1 1 1
 109607   7  34  54 1 1 1
 109608   8  34  54 1 1 1
 109609   9  34  54 1 1 1
 109610  10  34  54 1 1 1
 109611  11  34  54 1 1 1
 109612  12  34  54 1 1 1
 109613  13  34  54 1 1 1
 109614  14  34  54 1 1 1
 109615  15  34  54 1 1 1
 109616  16  34  54 1 1 1
 109617  17  34  54 1 1 1
 109618  18  34  54 1 1 1
 109619  19  34  54 1 1 1
 109620  20  34  54 1 1 1
 109621  21  34  54 1 1 1
 109622  22  34  54 1 1 1
 109623  23  34  54 1 1 1
 109624  24  34  54 1 1 1
 109625  25  34  54 1 1 1
 109626  26  34  54 1 1 1
 109627  27  34  54 1 1 1
 109628  28  34  54 1 1 1
 109629  29  34  54 1 1 1
 109630  30  34  54 1 1 1
 109631  31  34  54 1 1 1
 109632  32  34  54 1 1 1
 109633   1  35  54 1 1 1
 109634   2  35  54 1 1 1
 109635   3  35  54 1 1 1
 109636   4  35  54 1 1 1
 109637   5  35  54 1 1 1
 109638   6  35  54 1 1 1
 109639   7  35  54 1 1 1
 109640   8  35  54 1 1 1
 109641   9  35  54 1 1 1
 109642  10  35  54 1 1 1
 109643  11  35  54 1 1 1
 109644  12  35  54 1 1 1
 109645  13  35  54 1 1 1
 109646  14  35  54 1 1 1
 109647  15  35  54 1 1 1
 109648  16  35  54 1 1 1
 109649  17  35  54 1 1 1
 109650  18  35  54 1 1 1
 109651  19  35  54 1 1 1
 109652  20  35  54 1 1 1
 109653  21  35  54 1 1 1
 109654  22  35  54 1 1 1
 109655  23  35  54 1 1 1
 109656  24  35  54 1 1 1
 109657  25  35  54 1 1 1
 109658  26  35  54 1 1 1
 109659  27  35  54 1 1 1
 109660  28  35  54 1 1 1
 109661  29  35  54 1 1 1
 109662  30  35  54 1 1 1
 109663  31  35  54 1 1 1
 109664  32  35  54 1 1 1
 109665   1  36  54 1 1 1
 109666   2  36  54 1 1 1
 109667   3  36  54 1 1 1
 109668   4  36  54 1 1 1
 109669   5  36  54 1 1 1
 109670   6  36  54 1 1 1
 109671   7  36  54 1 1 1
 109672   8  36  54 1 1 1
 109673   9  36  54 1 1 1
 109674  10  36  54 1 1 1
 109675  11  36  54 1 1 1
 109676  12  36  54 1 1 1
 109677  13  36  54 1 1 1
 109678  14  36  54 1 1 1
 109679  15  36  54 1 1 1
 109680  16  36  54 1 1 1
 109681  17  36  54 1 1 1
 109682  18  36  54 1 1 1
 109683  19  36  54 1 1 1
 109684  20  36  54 1 1 1
 109685  21  36  54 1 1 1
 109686  22  36  54 1 1 1
 109687  23  36  54 1 1 1
 109688  24  36  54 1 1 1
 109689  25  36  54 1 1 1
 109690  26  36  54 1 1 1
 109691  27  36  54 1 1 1
 109692  28  36  54 1 1 1
 109693  29  36  54 1 1 1
 109694  30  36  54 1 1 1
 109695  31  36  54 1 1 1
 109696  32  36  54 1 1 1
 109697   1  37  54 1 1 1
 109698   2  37  54 1 1 1
 109699   3  37  54 1 1 1
 109700   4  37  54 1 1 1
 109701   5  37  54 1 1 1
 109702   6  37  54 1 1 1
 109703   7  37  54 1 1 1
 109704   8  37  54 1 1 1
 109705   9  37  54 1 1 1
 109706  10  37  54 1 1 1
 109707  11  37  54 1 1 1
 109708  12  37  54 1 1 1
 109709  13  37  54 1 1 1
 109710  14  37  54 1 1 1
 109711  15  37  54 1 1 1
 109712  16  37  54 1 1 1
 109713  17  37  54 1 1 1
 109714  18  37  54 1 1 1
 109715  19  37  54 1 1 1
 109716  20  37  54 1 1 1
 109717  21  37  54 1 1 1
 109718  22  37  54 1 1 1
 109719  23  37  54 1 1 1
 109720  24  37  54 1 1 1
 109721  25  37  54 1 1 1
 109722  26  37  54 1 1 1
 109723  27  37  54 1 1 1
 109724  28  37  54 1 1 1
 109725  29  37  54 1 1 1
 109726  30  37  54 1 1 1
 109727  31  37  54 1 1 1
 109728  32  37  54 1 1 1
 109729   1  38  54 1 1 1
 109730   2  38  54 1 1 1
 109731   3  38  54 1 1 1
 109732   4  38  54 1 1 1
 109733   5  38  54 1 1 1
 109734   6  38  54 1 1 1
 109735   7  38  54 1 1 1
 109736   8  38  54 1 1 1
 109737   9  38  54 1 1 1
 109738  10  38  54 1 1 1
 109739  11  38  54 1 1 1
 109740  12  38  54 1 1 1
 109741  13  38  54 1 1 1
 109742  14  38  54 1 1 1
 109743  15  38  54 1 1 1
 109744  16  38  54 1 1 1
 109745  17  38  54 1 1 1
 109746  18  38  54 1 1 1
 109747  19  38  54 1 1 1
 109748  20  38  54 1 1 1
 109749  21  38  54 1 1 1
 109750  22  38  54 1 1 1
 109751  23  38  54 1 1 1
 109752  24  38  54 1 1 1
 109753  25  38  54 1 1 1
 109754  26  38  54 1 1 1
 109755  27  38  54 1 1 1
 109756  28  38  54 1 1 1
 109757  29  38  54 1 1 1
 109758  30  38  54 1 1 1
 109759  31  38  54 1 1 1
 109760  32  38  54 1 1 1
 109761   1  39  54 1 1 1
 109762   2  39  54 1 1 1
 109763   3  39  54 1 1 1
 109764   4  39  54 1 1 1
 109765   5  39  54 1 1 1
 109766   6  39  54 1 1 1
 109767   7  39  54 1 1 1
 109768   8  39  54 1 1 1
 109769   9  39  54 1 1 1
 109770  10  39  54 1 1 1
 109771  11  39  54 1 1 1
 109772  12  39  54 1 1 1
 109773  13  39  54 1 1 1
 109774  14  39  54 1 1 1
 109775  15  39  54 1 1 1
 109776  16  39  54 1 1 1
 109777  17  39  54 1 1 1
 109778  18  39  54 1 1 1
 109779  19  39  54 1 1 1
 109780  20  39  54 1 1 1
 109781  21  39  54 1 1 1
 109782  22  39  54 1 1 1
 109783  23  39  54 1 1 1
 109784  24  39  54 1 1 1
 109785  25  39  54 1 1 1
 109786  26  39  54 1 1 1
 109787  27  39  54 1 1 1
 109788  28  39  54 1 1 1
 109789  29  39  54 1 1 1
 109790  30  39  54 1 1 1
 109791  31  39  54 1 1 1
 109792  32  39  54 1 1 1
 109793   1  40  54 1 1 1
 109794   2  40  54 1 1 1
 109795   3  40  54 1 1 1
 109796   4  40  54 1 1 1
 109797   5  40  54 1 1 1
 109798   6  40  54 1 1 1
 109799   7  40  54 1 1 1
 109800   8  40  54 1 1 1
 109801   9  40  54 1 1 1
 109802  10  40  54 1 1 1
 109803  11  40  54 1 1 1
 109804  12  40  54 1 1 1
 109805  13  40  54 1 1 1
 109806  14  40  54 1 1 1
 109807  15  40  54 1 1 1
 109808  16  40  54 1 1 1
 109809  17  40  54 1 1 1
 109810  18  40  54 1 1 1
 109811  19  40  54 1 1 1
 109812  20  40  54 1 1 1
 109813  21  40  54 1 1 1
 109814  22  40  54 1 1 1
 109815  23  40  54 1 1 1
 109816  24  40  54 1 1 1
 109817  25  40  54 1 1 1
 109818  26  40  54 1 1 1
 109819  27  40  54 1 1 1
 109820  28  40  54 1 1 1
 109821  29  40  54 1 1 1
 109822  30  40  54 1 1 1
 109823  31  40  54 1 1 1
 109824  32  40  54 1 1 1
 109825   1  41  54 1 1 1
 109826   2  41  54 1 1 1
 109827   3  41  54 1 1 1
 109828   4  41  54 1 1 1
 109829   5  41  54 1 1 1
 109830   6  41  54 1 1 1
 109831   7  41  54 1 1 1
 109832   8  41  54 1 1 1
 109833   9  41  54 1 1 1
 109834  10  41  54 1 1 1
 109835  11  41  54 1 1 1
 109836  12  41  54 1 1 1
 109837  13  41  54 1 1 1
 109838  14  41  54 1 1 1
 109839  15  41  54 1 1 1
 109840  16  41  54 1 1 1
 109841  17  41  54 1 1 1
 109842  18  41  54 1 1 1
 109843  19  41  54 1 1 1
 109844  20  41  54 1 1 1
 109845  21  41  54 1 1 1
 109846  22  41  54 1 1 1
 109847  23  41  54 1 1 1
 109848  24  41  54 1 1 1
 109849  25  41  54 1 1 1
 109850  26  41  54 1 1 1
 109851  27  41  54 1 1 1
 109852  28  41  54 1 1 1
 109853  29  41  54 1 1 1
 109854  30  41  54 1 1 1
 109855  31  41  54 1 1 1
 109856  32  41  54 1 1 1
 109857   1  42  54 1 1 1
 109858   2  42  54 1 1 1
 109859   3  42  54 1 1 1
 109860   4  42  54 1 1 1
 109861   5  42  54 1 1 1
 109862   6  42  54 1 1 1
 109863   7  42  54 1 1 1
 109864   8  42  54 1 1 1
 109865   9  42  54 1 1 1
 109866  10  42  54 1 1 1
 109867  11  42  54 1 1 1
 109868  12  42  54 1 1 1
 109869  13  42  54 1 1 1
 109870  14  42  54 1 1 1
 109871  15  42  54 1 1 1
 109872  16  42  54 1 1 1
 109873  17  42  54 1 1 1
 109874  18  42  54 1 1 1
 109875  19  42  54 1 1 1
 109876  20  42  54 1 1 1
 109877  21  42  54 1 1 1
 109878  22  42  54 1 1 1
 109879  23  42  54 1 1 1
 109880  24  42  54 1 1 1
 109881  25  42  54 1 1 1
 109882  26  42  54 1 1 1
 109883  27  42  54 1 1 1
 109884  28  42  54 1 1 1
 109885  29  42  54 1 1 1
 109886  30  42  54 1 1 1
 109887  31  42  54 1 1 1
 109888  32  42  54 1 1 1
 109889   1  43  54 1 1 1
 109890   2  43  54 1 1 1
 109891   3  43  54 1 1 1
 109892   4  43  54 1 1 1
 109893   5  43  54 1 1 1
 109894   6  43  54 1 1 1
 109895   7  43  54 1 1 1
 109896   8  43  54 1 1 1
 109897   9  43  54 1 1 1
 109898  10  43  54 1 1 1
 109899  11  43  54 1 1 1
 109900  12  43  54 1 1 1
 109901  13  43  54 1 1 1
 109902  14  43  54 1 1 1
 109903  15  43  54 1 1 1
 109904  16  43  54 1 1 1
 109905  17  43  54 1 1 1
 109906  18  43  54 1 1 1
 109907  19  43  54 1 1 1
 109908  20  43  54 1 1 1
 109909  21  43  54 1 1 1
 109910  22  43  54 1 1 1
 109911  23  43  54 1 1 1
 109912  24  43  54 1 1 1
 109913  25  43  54 1 1 1
 109914  26  43  54 1 1 1
 109915  27  43  54 1 1 1
 109916  28  43  54 1 1 1
 109917  29  43  54 1 1 1
 109918  30  43  54 1 1 1
 109919  31  43  54 1 1 1
 109920  32  43  54 1 1 1
 109921   1  44  54 1 1 1
 109922   2  44  54 1 1 1
 109923   3  44  54 1 1 1
 109924   4  44  54 1 1 1
 109925   5  44  54 1 1 1
 109926   6  44  54 1 1 1
 109927   7  44  54 1 1 1
 109928   8  44  54 1 1 1
 109929   9  44  54 1 1 1
 109930  10  44  54 1 1 1
 109931  11  44  54 1 1 1
 109932  12  44  54 1 1 1
 109933  13  44  54 1 1 1
 109934  14  44  54 1 1 1
 109935  15  44  54 1 1 1
 109936  16  44  54 1 1 1
 109937  17  44  54 1 1 1
 109938  18  44  54 1 1 1
 109939  19  44  54 1 1 1
 109940  20  44  54 1 1 1
 109941  21  44  54 1 1 1
 109942  22  44  54 1 1 1
 109943  23  44  54 1 1 1
 109944  24  44  54 1 1 1
 109945  25  44  54 1 1 1
 109946  26  44  54 1 1 1
 109947  27  44  54 1 1 1
 109948  28  44  54 1 1 1
 109949  29  44  54 1 1 1
 109950  30  44  54 1 1 1
 109951  31  44  54 1 1 1
 109952  32  44  54 1 1 1
 109953   1  45  54 1 1 1
 109954   2  45  54 1 1 1
 109955   3  45  54 1 1 1
 109956   4  45  54 1 1 1
 109957   5  45  54 1 1 1
 109958   6  45  54 1 1 1
 109959   7  45  54 1 1 1
 109960   8  45  54 1 1 1
 109961   9  45  54 1 1 1
 109962  10  45  54 1 1 1
 109963  11  45  54 1 1 1
 109964  12  45  54 1 1 1
 109965  13  45  54 1 1 1
 109966  14  45  54 1 1 1
 109967  15  45  54 1 1 1
 109968  16  45  54 1 1 1
 109969  17  45  54 1 1 1
 109970  18  45  54 1 1 1
 109971  19  45  54 1 1 1
 109972  20  45  54 1 1 1
 109973  21  45  54 1 1 1
 109974  22  45  54 1 1 1
 109975  23  45  54 1 1 1
 109976  24  45  54 1 1 1
 109977  25  45  54 1 1 1
 109978  26  45  54 1 1 1
 109979  27  45  54 1 1 1
 109980  28  45  54 1 1 1
 109981  29  45  54 1 1 1
 109982  30  45  54 1 1 1
 109983  31  45  54 1 1 1
 109984  32  45  54 1 1 1
 109985   1  46  54 1 1 1
 109986   2  46  54 1 1 1
 109987   3  46  54 1 1 1
 109988   4  46  54 1 1 1
 109989   5  46  54 1 1 1
 109990   6  46  54 1 1 1
 109991   7  46  54 1 1 1
 109992   8  46  54 1 1 1
 109993   9  46  54 1 1 1
 109994  10  46  54 1 1 1
 109995  11  46  54 1 1 1
 109996  12  46  54 1 1 1
 109997  13  46  54 1 1 1
 109998  14  46  54 1 1 1
 109999  15  46  54 1 1 1
 110000  16  46  54 1 1 1
 110001  17  46  54 1 1 1
 110002  18  46  54 1 1 1
 110003  19  46  54 1 1 1
 110004  20  46  54 1 1 1
 110005  21  46  54 1 1 1
 110006  22  46  54 1 1 1
 110007  23  46  54 1 1 1
 110008  24  46  54 1 1 1
 110009  25  46  54 1 1 1
 110010  26  46  54 1 1 1
 110011  27  46  54 1 1 1
 110012  28  46  54 1 1 1
 110013  29  46  54 1 1 1
 110014  30  46  54 1 1 1
 110015  31  46  54 1 1 1
 110016  32  46  54 1 1 1
 110017   1  47  54 1 1 1
 110018   2  47  54 1 1 1
 110019   3  47  54 1 1 1
 110020   4  47  54 1 1 1
 110021   5  47  54 1 1 1
 110022   6  47  54 1 1 1
 110023   7  47  54 1 1 1
 110024   8  47  54 1 1 1
 110025   9  47  54 1 1 1
 110026  10  47  54 1 1 1
 110027  11  47  54 1 1 1
 110028  12  47  54 1 1 1
 110029  13  47  54 1 1 1
 110030  14  47  54 1 1 1
 110031  15  47  54 1 1 1
 110032  16  47  54 1 1 1
 110033  17  47  54 1 1 1
 110034  18  47  54 1 1 1
 110035  19  47  54 1 1 1
 110036  20  47  54 1 1 1
 110037  21  47  54 1 1 1
 110038  22  47  54 1 1 1
 110039  23  47  54 1 1 1
 110040  24  47  54 1 1 1
 110041  25  47  54 1 1 1
 110042  26  47  54 1 1 1
 110043  27  47  54 1 1 1
 110044  28  47  54 1 1 1
 110045  29  47  54 1 1 1
 110046  30  47  54 1 1 1
 110047  31  47  54 1 1 1
 110048  32  47  54 1 1 1
 110049   1  48  54 1 1 1
 110050   2  48  54 1 1 1
 110051   3  48  54 1 1 1
 110052   4  48  54 1 1 1
 110053   5  48  54 1 1 1
 110054   6  48  54 1 1 1
 110055   7  48  54 1 1 1
 110056   8  48  54 1 1 1
 110057   9  48  54 1 1 1
 110058  10  48  54 1 1 1
 110059  11  48  54 1 1 1
 110060  12  48  54 1 1 1
 110061  13  48  54 1 1 1
 110062  14  48  54 1 1 1
 110063  15  48  54 1 1 1
 110064  16  48  54 1 1 1
 110065  17  48  54 1 1 1
 110066  18  48  54 1 1 1
 110067  19  48  54 1 1 1
 110068  20  48  54 1 1 1
 110069  21  48  54 1 1 1
 110070  22  48  54 1 1 1
 110071  23  48  54 1 1 1
 110072  24  48  54 1 1 1
 110073  25  48  54 1 1 1
 110074  26  48  54 1 1 1
 110075  27  48  54 1 1 1
 110076  28  48  54 1 1 1
 110077  29  48  54 1 1 1
 110078  30  48  54 1 1 1
